"guide_id","transcript","tx_id","transcript_position","transcript_region","exon_number","distance_to_tss","strand","composite_score","seqnames","cut_site"
"spacer_51","ENST00000413465.6","314994",NA,"intron",NA,9207,"+",0.4077884296873,"chr17",7667387
"spacer_52","ENST00000413465.6","314994",NA,"intron",NA,9202,"+",0.245178086820402,"chr17",7667392
"spacer_53","ENST00000413465.6","314994",NA,"intron",NA,9187,"-",0.404093647269361,"chr17",7667407
"spacer_54","ENST00000413465.6","314994",NA,"intron",NA,9193,"+",0.313507926239169,"chr17",7667401
"spacer_55","ENST00000413465.6","314994",NA,"intron",NA,9192,"+",0.443169012288439,"chr17",7667402
"spacer_56","ENST00000413465.6","314994",NA,"intron",NA,9191,"+",0.560274503343298,"chr17",7667403
"spacer_57","ENST00000413465.6","314994",NA,"intron",NA,9180,"+",0.368438401546649,"chr17",7667414
"spacer_58","ENST00000413465.6","314994",NA,"intron",NA,6976,"+",0.417735964420956,"chr17",7669618
"spacer_59","ENST00000413465.6","314994",NA,"intron",NA,6965,"-",0.366167108309429,"chr17",7669629
"spacer_60","ENST00000413465.6","314994",NA,"intron",NA,6964,"-",0.384000614226552,"chr17",7669630
"spacer_61","ENST00000413465.6","314994",NA,"intron",NA,6945,"+",0.38793867013005,"chr17",7669649
"spacer_62","ENST00000413465.6","314994",NA,"intron",NA,6942,"+",0.551988019307011,"chr17",7669652
"spacer_63","ENST00000413465.6","314994",NA,"intron",NA,6941,"+",0.356920792549759,"chr17",7669653
"spacer_64","ENST00000413465.6","314994",NA,"intron",NA,6938,"+",0.502639143975674,"chr17",7669656
"spacer_65","ENST00000413465.6","314994",NA,"intron",NA,6919,"-",0.537761849888694,"chr17",7669675
"spacer_66","ENST00000413465.6","314994",NA,"intron",NA,6918,"-",0.47276023757163,"chr17",7669676
"spacer_67","ENST00000413465.6","314994",NA,"intron",NA,6920,"+",0.421504144539768,"chr17",7669674
"spacer_68","ENST00000413465.6","314994",NA,"intron",NA,6912,"+",0.354435173040154,"chr17",7669682
"spacer_69","ENST00000413465.6","314994",NA,"intron",NA,6909,"+",0.583032087295461,"chr17",7669685
"spacer_70","ENST00000413465.6","314994",NA,"intron",NA,6902,"+",0.452976998700692,"chr17",7669692
"spacer_71","ENST00000413465.6","314994",NA,"intron",NA,6889,"+",0.433308252986485,"chr17",7669705
"spacer_72","ENST00000413465.6","314994",NA,"intron",NA,6888,"+",0.424255780032123,"chr17",7669706
"spacer_73","ENST00000413465.6","314994",NA,"intron",NA,6885,"+",0.715294027605378,"chr17",7669709
"spacer_74","ENST00000413465.6","314994",NA,"intron",NA,6859,"+",0.461384324107991,"chr17",7669735
"spacer_75","ENST00000413465.6","314994",NA,"intron",NA,6858,"+",0.42327638373813,"chr17",7669736
"spacer_76","ENST00000413465.6","314994",NA,"intron",NA,6841,"-",0.449607126255928,"chr17",7669753
"spacer_77","ENST00000413465.6","314994",NA,"intron",NA,6840,"-",0.320579707206016,"chr17",7669754
"spacer_78","ENST00000413465.6","314994",NA,"intron",NA,6839,"-",0.366513830713072,"chr17",7669755
"spacer_79","ENST00000413465.6","314994",NA,"intron",NA,6833,"-",0.464146782893385,"chr17",7669761
"spacer_80","ENST00000413465.6","314994",NA,"intron",NA,6832,"-",0.334067743442629,"chr17",7669762
"spacer_81","ENST00000413465.6","314994",NA,"intron",NA,6827,"-",0.558238516754152,"chr17",7669767
"spacer_82","ENST00000413465.6","314994",NA,"intron",NA,6823,"+",0.301953663550238,"chr17",7669771
"spacer_83","ENST00000413465.6","314994",NA,"intron",NA,6822,"+",0.529369693430509,"chr17",7669772
"spacer_84","ENST00000413465.6","314994",NA,"intron",NA,6811,"-",0.370852061675655,"chr17",7669783
"spacer_85","ENST00000413465.6","314994",NA,"intron",NA,6815,"+",0.36288398043274,"chr17",7669779
"spacer_86","ENST00000413465.6","314994",NA,"intron",NA,6811,"+",0.351497375960281,"chr17",7669783
"spacer_87","ENST00000413465.6","314994",NA,"intron",NA,6810,"+",0.412855406354831,"chr17",7669784
"spacer_88","ENST00000413465.6","314994",NA,"intron",NA,5981,"-",0.406953059886738,"chr17",7670613
"spacer_89","ENST00000413465.6","314994",NA,"intron",NA,5987,"+",0.393914550862479,"chr17",7670607
"spacer_90","ENST00000413465.6","314994",NA,"intron",NA,5970,"-",0.410234286932544,"chr17",7670624
"spacer_91","ENST00000413465.6","314994",NA,"intron",NA,5969,"-",0.382360934794895,"chr17",7670625
"spacer_92","ENST00000413465.6","314994",NA,"intron",NA,5963,"-",0.493905179558232,"chr17",7670631
"spacer_93","ENST00000413465.6","314994",NA,"intron",NA,5962,"-",0.440971359829501,"chr17",7670632
"spacer_94","ENST00000413465.6","314994",NA,"intron",NA,5961,"-",0.382113815232342,"chr17",7670633
"spacer_95","ENST00000413465.6","314994",NA,"intron",NA,5960,"-",0.444718615062176,"chr17",7670634
"spacer_96","ENST00000413465.6","314994",NA,"intron",NA,5959,"-",0.388228501459072,"chr17",7670635
"spacer_97","ENST00000413465.6","314994",NA,"intron",NA,5965,"+",0.469163355868907,"chr17",7670629
"spacer_98","ENST00000413465.6","314994",NA,"intron",NA,5952,"-",0.338424668061756,"chr17",7670642
"spacer_99","ENST00000413465.6","314994",NA,"intron",NA,5948,"-",0.31555369506815,"chr17",7670646
"spacer_100","ENST00000413465.6","314994",NA,"intron",NA,5947,"-",0.357179646353462,"chr17",7670647
"spacer_101","ENST00000413465.6","314994",NA,"intron",NA,5943,"-",0.442648860633611,"chr17",7670651
"spacer_102","ENST00000413465.6","314994",NA,"intron",NA,5949,"+",0.368753131330532,"chr17",7670645
"spacer_103","ENST00000413465.6","314994",NA,"intron",NA,5948,"+",0.427201613964862,"chr17",7670646
"spacer_104","ENST00000413465.6","314994",NA,"intron",NA,5934,"-",0.301459754604131,"chr17",7670660
"spacer_105","ENST00000413465.6","314994",NA,"intron",NA,5925,"-",0.320601597656356,"chr17",7670669
"spacer_106","ENST00000413465.6","314994",NA,"intron",NA,5930,"+",0.444858145982451,"chr17",7670664
"spacer_107","ENST00000413465.6","314994",NA,"intron",NA,5919,"-",0.596781375218304,"chr17",7670675
"spacer_108","ENST00000413465.6","314994",NA,"intron",NA,5913,"+",0.359051039793765,"chr17",7670681
"spacer_109","ENST00000413465.6","314994",NA,"intron",NA,5882,"-",0.360013619122197,"chr17",7670712
"spacer_110","ENST00000413465.6","314994",NA,"intron",NA,5881,"-",0.766616418372517,"chr17",7670713
"spacer_111","ENST00000413465.6","314994",NA,"intron",NA,5886,"+",0.555290360399947,"chr17",7670708
"spacer_112","ENST00000413465.6","314994",NA,"intron",NA,3362,"+",0.371068912755355,"chr17",7673232
"spacer_113","ENST00000413465.6","314994",NA,"intron",NA,3343,"-",0.532670282500984,"chr17",7673251
"spacer_114","ENST00000413465.6","314994",NA,"intron",NA,3267,"+",0.435197070227985,"chr17",7673327
"spacer_115","ENST00000413465.6","314994",NA,"intron",NA,3262,"+",0.318366729558182,"chr17",7673332
"spacer_116","ENST00000413465.6","314994",NA,"intron",NA,3055,"-",0.398231179084164,"chr17",7673539
"spacer_117","ENST00000413465.6","314994",NA,"intron",NA,3058,"+",0.427565824673288,"chr17",7673536
"spacer_118","ENST00000413465.6","314994",NA,"intron",NA,3057,"+",0.556716669741393,"chr17",7673537
"spacer_119","ENST00000413465.6","314994",NA,"intron",NA,3035,"-",0.45572776639474,"chr17",7673559
"spacer_120","ENST00000413465.6","314994",NA,"intron",NA,3031,"-",0.583799587766957,"chr17",7673563
"spacer_121","ENST00000413465.6","314994",NA,"intron",NA,3035,"+",0.499157373379772,"chr17",7673559
"spacer_122","ENST00000413465.6","314994",NA,"intron",NA,3023,"+",0.375808743606654,"chr17",7673571
"spacer_123","ENST00000413465.6","314994",NA,"intron",NA,3019,"+",0.367372936724551,"chr17",7673575
"spacer_124","ENST00000413465.6","314994",NA,"intron",NA,3018,"+",0.338205604618608,"chr17",7673576
"spacer_125","ENST00000413465.6","314994",NA,"intron",NA,3017,"+",0.692576619633631,"chr17",7673577
"spacer_126","ENST00000413465.6","314994",NA,"intron",NA,3012,"+",0.511556001852761,"chr17",7673582
"spacer_127","ENST00000413465.6","314994",NA,"intron",NA,3006,"+",0.36135700436856,"chr17",7673588
"spacer_128","ENST00000413465.6","314994",NA,"intron",NA,2997,"+",0.346076289140903,"chr17",7673597
"spacer_129","ENST00000413465.6","314994",NA,"intron",NA,2996,"+",0.512911103777269,"chr17",7673598
"spacer_130","ENST00000413465.6","314994",NA,"intron",NA,2986,"+",0.361104322709619,"chr17",7673608
"spacer_131","ENST00000413465.6","314994",NA,"intron",NA,2889,"-",0.442798279742207,"chr17",7673705
"spacer_132","ENST00000413465.6","314994",NA,"intron",NA,2875,"-",0.37789108160312,"chr17",7673719
"spacer_133","ENST00000413465.6","314994",NA,"intron",NA,2874,"-",0.538989490879691,"chr17",7673720
"spacer_134","ENST00000413465.6","314994",NA,"intron",NA,2880,"+",0.451778893744399,"chr17",7673714
"spacer_135","ENST00000413465.6","314994",NA,"intron",NA,2879,"+",0.359513501363754,"chr17",7673715
"spacer_136","ENST00000413465.6","314994",NA,"intron",NA,2878,"+",0.412225901530662,"chr17",7673716
"spacer_137","ENST00000413465.6","314994",NA,"intron",NA,2877,"+",0.81333682822145,"chr17",7673717
"spacer_138","ENST00000413465.6","314994",NA,"intron",NA,2867,"+",0.365095202090881,"chr17",7673727
"spacer_139","ENST00000413465.6","314994",NA,"intron",NA,2862,"+",0.470959101458516,"chr17",7673732
"spacer_140","ENST00000413465.6","314994",NA,"intron",NA,2849,"-",0.652312616868149,"chr17",7673745
"spacer_141","ENST00000413465.6","314994",NA,"intron",NA,2848,"-",0.5511497012148,"chr17",7673746
"spacer_142","ENST00000413465.6","314994",NA,"intron",NA,2847,"-",0.329170287266798,"chr17",7673747
"spacer_143","ENST00000413465.6","314994",NA,"intron",NA,2846,"+",0.671088466332809,"chr17",7673748
"spacer_144","ENST00000413465.6","314994",NA,"intron",NA,2825,"-",0.660339791894921,"chr17",7673769
"spacer_145","ENST00000413465.6","314994",NA,"intron",NA,2822,"+",0.493788948214908,"chr17",7673772
"spacer_146","ENST00000413465.6","314994",NA,"intron",NA,2815,"-",0.407520685577597,"chr17",7673779
"spacer_147","ENST00000413465.6","314994",NA,"intron",NA,2806,"-",0.431977905062007,"chr17",7673788
"spacer_148","ENST00000413465.6","314994",NA,"intron",NA,2805,"-",0.369611164554459,"chr17",7673789
"spacer_149","ENST00000413465.6","314994",NA,"intron",NA,2811,"+",0.561834312688959,"chr17",7673783
"spacer_150","ENST00000413465.6","314994",NA,"intron",NA,2806,"+",0.390244693836186,"chr17",7673788
"spacer_151","ENST00000413465.6","314994",NA,"intron",NA,2783,"-",0.735947695242416,"chr17",7673811
"spacer_152","ENST00000413465.6","314994",NA,"intron",NA,2770,"-",0.728429741093564,"chr17",7673824
"spacer_153","ENST00000413465.6","314994",NA,"intron",NA,2766,"-",0.481329004381434,"chr17",7673828
"spacer_154","ENST00000413465.6","314994",NA,"intron",NA,2765,"-",0.396179255784528,"chr17",7673829
"spacer_155","ENST00000413465.6","314994",778,"exon",6,2409,"-",0.377322315119969,"chr17",7674185
"spacer_156","ENST00000413465.6","314994",767,"exon",6,2398,"-",0.555542415909155,"chr17",7674196
"spacer_157","ENST00000413465.6","314994",763,"exon",6,2394,"+",0.479987505587803,"chr17",7674200
"spacer_158","ENST00000413465.6","314994",758,"exon",6,2389,"+",0.360745013350532,"chr17",7674205
"spacer_159","ENST00000413465.6","314994",754,"exon",6,2385,"+",0.314085881227108,"chr17",7674209
"spacer_160","ENST00000413465.6","314994",753,"exon",6,2384,"+",0.554377906519846,"chr17",7674210
"spacer_161","ENST00000413465.6","314994",742,"exon",6,2373,"-",0.45398712134601,"chr17",7674221
"spacer_162","ENST00000413465.6","314994",746,"exon",6,2377,"+",0.346291188484902,"chr17",7674217
"spacer_163","ENST00000413465.6","314994",739,"exon",6,2370,"-",0.353979903541433,"chr17",7674224
"spacer_164","ENST00000413465.6","314994",729,"exon",6,2360,"-",0.516629127177204,"chr17",7674234
"spacer_165","ENST00000413465.6","314994",726,"exon",6,2357,"-",0.355233690036342,"chr17",7674237
"spacer_166","ENST00000413465.6","314994",725,"exon",6,2356,"-",0.458743701671654,"chr17",7674238
"spacer_167","ENST00000413465.6","314994",727,"exon",6,2358,"+",0.379796677104886,"chr17",7674236
"spacer_168","ENST00000413465.6","314994",701,"exon",6,2332,"+",0.430793372283719,"chr17",7674262
"spacer_169","ENST00000413465.6","314994",697,"exon",6,2328,"+",0.407334980636471,"chr17",7674266
"spacer_170","ENST00000413465.6","314994",694,"exon",6,2325,"+",0.491341437564583,"chr17",7674269
"spacer_171","ENST00000413465.6","314994",673,"exon",6,2304,"+",0.572440777247524,"chr17",7674290
"spacer_172","ENST00000413465.6","314994",668,"exon",5,1731,"-",0.513194379974197,"chr17",7674863
"spacer_173","ENST00000413465.6","314994",672,"exon",5,1735,"+",0.431865901088247,"chr17",7674859
"spacer_174","ENST00000413465.6","314994",669,"exon",5,1732,"+",0.718031732333658,"chr17",7674862
"spacer_175","ENST00000413465.6","314994",661,"exon",5,1724,"+",0.425245966352709,"chr17",7674870
"spacer_176","ENST00000413465.6","314994",660,"exon",5,1723,"+",0.350198567566944,"chr17",7674871
"spacer_177","ENST00000413465.6","314994",647,"exon",5,1710,"-",0.484611916695247,"chr17",7674884
"spacer_178","ENST00000413465.6","314994",644,"exon",5,1707,"-",0.372250173890594,"chr17",7674887
"spacer_179","ENST00000413465.6","314994",614,"exon",5,1677,"-",0.281525158456065,"chr17",7674917
"spacer_180","ENST00000413465.6","314994",605,"exon",5,1668,"-",0.460973472923892,"chr17",7674926
"spacer_181","ENST00000413465.6","314994",591,"exon",5,1654,"-",0.310391507228644,"chr17",7674940
"spacer_182","ENST00000413465.6","314994",587,"exon",5,1650,"-",0.704810419654671,"chr17",7674944
"spacer_183","ENST00000413465.6","314994",590,"exon",5,1653,"+",0.554498555387916,"chr17",7674941
"spacer_184","ENST00000413465.6","314994",576,"exon",5,1639,"+",0.321581714014716,"chr17",7674955
"spacer_185","ENST00000413465.6","314994",573,"exon",5,1636,"+",0.471660110485776,"chr17",7674958
"spacer_186","ENST00000413465.6","314994",572,"exon",5,1635,"+",0.450701976923088,"chr17",7674959
"spacer_187","ENST00000413465.6","314994",571,"exon",5,1634,"+",0.482478774276475,"chr17",7674960
"spacer_188","ENST00000413465.6","314994",560,"exon",5,1623,"-",0.361148920972916,"chr17",7674971
"spacer_189","ENST00000413465.6","314994",555,"exon",4,1537,"-",0.64273834700732,"chr17",7675057
"spacer_190","ENST00000413465.6","314994",539,"exon",4,1521,"+",0.306002479491428,"chr17",7675073
"spacer_191","ENST00000413465.6","314994",536,"exon",4,1518,"+",0.532551865767623,"chr17",7675076
"spacer_192","ENST00000413465.6","314994",535,"exon",4,1517,"+",0.376113214266116,"chr17",7675077
"spacer_193","ENST00000413465.6","314994",534,"exon",4,1516,"+",0.418566753714182,"chr17",7675078
"spacer_194","ENST00000413465.6","314994",533,"exon",4,1515,"+",0.49648211311013,"chr17",7675079
"spacer_195","ENST00000413465.6","314994",517,"exon",4,1499,"-",0.373688114383748,"chr17",7675095
"spacer_196","ENST00000413465.6","314994",509,"exon",4,1491,"-",0.792284721220136,"chr17",7675103
"spacer_197","ENST00000413465.6","314994",506,"exon",4,1488,"-",0.5230298781052,"chr17",7675106
"spacer_198","ENST00000413465.6","314994",487,"exon",4,1469,"+",0.53199258475852,"chr17",7675125
"spacer_199","ENST00000413465.6","314994",476,"exon",4,1458,"-",0.440509917134554,"chr17",7675136
"spacer_200","ENST00000413465.6","314994",481,"exon",4,1463,"+",0.58340902382103,"chr17",7675131
"spacer_201","ENST00000413465.6","314994",476,"exon",4,1458,"+",0.795427854955343,"chr17",7675136
"spacer_202","ENST00000413465.6","314994",470,"exon",4,1452,"+",0.549589078372014,"chr17",7675142
"spacer_203","ENST00000413465.6","314994",469,"exon",4,1451,"+",0.432543273259161,"chr17",7675143
"spacer_204","ENST00000413465.6","314994",463,"exon",4,1445,"+",0.439457581145788,"chr17",7675149
"spacer_205","ENST00000413465.6","314994",456,"exon",4,1438,"-",0.678729818216742,"chr17",7675156
"spacer_206","ENST00000413465.6","314994",462,"exon",4,1444,"+",0.330857746579201,"chr17",7675150
"spacer_207","ENST00000413465.6","314994",459,"exon",4,1441,"+",0.71158107138627,"chr17",7675153
"spacer_208","ENST00000413465.6","314994",458,"exon",4,1440,"+",0.34752695742327,"chr17",7675154
"spacer_209","ENST00000413465.6","314994",457,"exon",4,1439,"+",0.423484994690421,"chr17",7675155
"spacer_210","ENST00000413465.6","314994",456,"exon",4,1438,"+",0.428617273562871,"chr17",7675156
"spacer_211","ENST00000413465.6","314994",451,"exon",4,1433,"+",0.39142714269606,"chr17",7675161
"spacer_212","ENST00000413465.6","314994",434,"exon",4,1416,"-",0.412749896106875,"chr17",7675178
"spacer_213","ENST00000413465.6","314994",433,"exon",4,1415,"-",0.386524912669179,"chr17",7675179
"spacer_214","ENST00000413465.6","314994",429,"exon",4,1411,"+",0.282619402885877,"chr17",7675183
"spacer_215","ENST00000413465.6","314994",428,"exon",4,1410,"+",0.760457002762379,"chr17",7675184
"spacer_216","ENST00000413465.6","314994",424,"exon",4,1406,"+",0.354931887333084,"chr17",7675188
"spacer_217","ENST00000413465.6","314994",418,"exon",4,1400,"+",0.377454529838058,"chr17",7675194
"spacer_218","ENST00000413465.6","314994",407,"exon",4,1389,"-",0.400120497652832,"chr17",7675205
"spacer_219","ENST00000413465.6","314994",410,"exon",4,1392,"+",0.345228475202152,"chr17",7675202
"spacer_220","ENST00000413465.6","314994",392,"exon",4,1374,"+",0.47033619680595,"chr17",7675220
"spacer_221","ENST00000413465.6","314994",391,"exon",4,1373,"+",0.384426968255675,"chr17",7675221
"spacer_222","ENST00000413465.6","314994",387,"exon",4,1369,"+",0.387143293304317,"chr17",7675225
"spacer_223","ENST00000413465.6","314994",386,"exon",4,1368,"+",0.241949172183062,"chr17",7675226
"spacer_224","ENST00000413465.6","314994",385,"exon",4,1367,"+",0.452228381414218,"chr17",7675227
"spacer_225","ENST00000413465.6","314994",371,"exon",3,596,"-",0.490218562951353,"chr17",7675998
"spacer_226","ENST00000413465.6","314994",361,"exon",3,586,"+",0.425872359919341,"chr17",7676008
"spacer_227","ENST00000413465.6","314994",346,"exon",3,571,"-",0.324521843050963,"chr17",7676023
"spacer_228","ENST00000413465.6","314994",345,"exon",3,570,"-",0.416688194870953,"chr17",7676024
"spacer_229","ENST00000413465.6","314994",330,"exon",3,555,"-",0.371000251924112,"chr17",7676039
"spacer_230","ENST00000413465.6","314994",329,"exon",3,554,"-",0.528450125065275,"chr17",7676040
"spacer_231","ENST00000413465.6","314994",332,"exon",3,557,"+",0.643117816798802,"chr17",7676037
"spacer_232","ENST00000413465.6","314994",318,"exon",3,543,"-",0.386409601824495,"chr17",7676051
"spacer_233","ENST00000413465.6","314994",309,"exon",3,534,"-",0.602411803607677,"chr17",7676060
"spacer_234","ENST00000413465.6","314994",308,"exon",3,533,"-",0.408882617611159,"chr17",7676061
"spacer_235","ENST00000413465.6","314994",314,"exon",3,539,"+",0.363522783296733,"chr17",7676055
"spacer_236","ENST00000413465.6","314994",310,"exon",3,535,"+",0.393779197691998,"chr17",7676059
"spacer_237","ENST00000413465.6","314994",302,"exon",3,527,"+",0.320042553164668,"chr17",7676067
"spacer_238","ENST00000413465.6","314994",301,"exon",3,526,"+",0.358122245848442,"chr17",7676068
"spacer_239","ENST00000413465.6","314994",297,"exon",3,522,"+",0.324259206114007,"chr17",7676072
"spacer_240","ENST00000413465.6","314994",296,"exon",3,521,"+",0.412611475958603,"chr17",7676073
"spacer_241","ENST00000413465.6","314994",281,"exon",3,506,"+",0.482858590392643,"chr17",7676088
"spacer_242","ENST00000413465.6","314994",280,"exon",3,505,"+",0.46005281763468,"chr17",7676089
"spacer_243","ENST00000413465.6","314994",279,"exon",3,504,"+",0.808870367902979,"chr17",7676090
"spacer_244","ENST00000413465.6","314994",268,"exon",3,493,"-",0.414447940011069,"chr17",7676101
"spacer_245","ENST00000413465.6","314994",274,"exon",3,499,"+",0.359247836884332,"chr17",7676095
"spacer_246","ENST00000413465.6","314994",271,"exon",3,496,"+",0.488128904248206,"chr17",7676098
"spacer_247","ENST00000413465.6","314994",270,"exon",3,495,"+",0.392043392283268,"chr17",7676099
"spacer_248","ENST00000413465.6","314994",269,"exon",3,494,"+",0.454505712421414,"chr17",7676100
"spacer_249","ENST00000413465.6","314994",268,"exon",3,493,"+",0.500107463856049,"chr17",7676101
"spacer_250","ENST00000413465.6","314994",264,"exon",3,489,"+",0.393855331978947,"chr17",7676105
"spacer_251","ENST00000413465.6","314994",258,"exon",3,483,"+",0.422799881777073,"chr17",7676111
"spacer_252","ENST00000413465.6","314994",257,"exon",3,482,"+",0.39644588924241,"chr17",7676112
"spacer_253","ENST00000413465.6","314994",256,"exon",3,481,"+",0.402543164351244,"chr17",7676113
"spacer_254","ENST00000413465.6","314994",245,"exon",3,470,"-",0.587401461837951,"chr17",7676124
"spacer_255","ENST00000413465.6","314994",249,"exon",3,474,"+",0.320356152177863,"chr17",7676120
"spacer_256","ENST00000413465.6","314994",242,"exon",3,467,"-",0.437458071819676,"chr17",7676127
"spacer_257","ENST00000413465.6","314994",243,"exon",3,468,"+",0.385878601294264,"chr17",7676126
"spacer_258","ENST00000413465.6","314994",234,"exon",3,459,"+",0.29463306812688,"chr17",7676135
"spacer_259","ENST00000413465.6","314994",228,"exon",3,453,"+",0.410523473731783,"chr17",7676141
"spacer_260","ENST00000413465.6","314994",227,"exon",3,452,"+",0.435347870261077,"chr17",7676142
"spacer_261","ENST00000413465.6","314994",226,"exon",3,451,"+",0.523202228334521,"chr17",7676143
"spacer_262","ENST00000413465.6","314994",215,"exon",3,440,"-",0.603446768125682,"chr17",7676154
"spacer_263","ENST00000413465.6","314994",220,"exon",3,445,"+",0.323873353709101,"chr17",7676149
"spacer_264","ENST00000413465.6","314994",219,"exon",3,444,"+",0.34260302736096,"chr17",7676150
"spacer_265","ENST00000413465.6","314994",218,"exon",3,443,"+",0.543753768283906,"chr17",7676151
"spacer_266","ENST00000413465.6","314994",217,"exon",3,442,"+",0.454661386677883,"chr17",7676152
"spacer_267","ENST00000413465.6","314994",216,"exon",3,441,"+",0.652083967562805,"chr17",7676153
